#--------------------------------------------------------------------------------
# Auto-generated by Migen (7014bdc) & LiteX (9113c1a2) on 2021-09-08 22:39:39
#--------------------------------------------------------------------------------
csr_base,ctrl,0xf0000000,,
csr_base,identifier_mem,0xf0001000,,
csr_base,uart,0xf0002000,,
csr_base,timer0,0xf0002800,,
csr_base,GPIO,0xf0003000,,
csr_register,ctrl_reset,0xf0000000,1,rw
csr_register,ctrl_scratch,0xf0000004,1,rw
csr_register,ctrl_bus_errors,0xf0000008,1,ro
csr_register,uart_rxtx,0xf0002000,1,rw
csr_register,uart_txfull,0xf0002004,1,ro
csr_register,uart_rxempty,0xf0002008,1,ro
csr_register,uart_ev_status,0xf000200c,1,ro
csr_register,uart_ev_pending,0xf0002010,1,ro
csr_register,uart_ev_enable,0xf0002014,1,rw
csr_register,uart_txempty,0xf0002018,1,ro
csr_register,uart_rxfull,0xf000201c,1,ro
csr_register,timer0_load,0xf0002800,1,rw
csr_register,timer0_reload,0xf0002804,1,rw
csr_register,timer0_en,0xf0002808,1,rw
csr_register,timer0_update_value,0xf000280c,1,rw
csr_register,timer0_value,0xf0002810,1,ro
csr_register,timer0_ev_status,0xf0002814,1,ro
csr_register,timer0_ev_pending,0xf0002818,1,ro
csr_register,timer0_ev_enable,0xf000281c,1,rw
csr_register,GPIO_LED_REG,0xf0003000,1,rw
csr_register,GPIO_SW_REG,0xf0003004,1,ro
csr_register,GPIO_ev_status,0xf0003008,1,ro
csr_register,GPIO_ev_pending,0xf000300c,1,ro
csr_register,GPIO_ev_enable,0xf0003010,1,rw
constant,config_clock_frequency,140000000,,
constant,config_cpu_has_interrupt,None,,
constant,config_cpu_reset_addr,0,,
constant,config_cpu_type_vexriscv,None,,
constant,config_cpu_variant_standard,None,,
constant,config_cpu_human_name,vexriscv,,
constant,config_cpu_nop,nop,,
constant,config_with_build_time,None,,
constant,config_csr_data_width,32,,
constant,config_csr_alignment,32,,
constant,config_bus_standard,wishbone,,
constant,config_bus_data_width,32,,
constant,config_bus_address_width,32,,
constant,gpio_interrupt,7,,
constant,timer0_interrupt,1,,
constant,uart_interrupt,0,,
memory_region,rom,0x00000000,32768,cached
memory_region,sram,0x10000000,8192,cached
memory_region,main_ram,0x40000000,16384,cached
memory_region,csr,0xf0000000,65536,io
